,tweet,label
55,na so i call them for house say i don reach school ooo them come give me another bad news say i forget my meat as i dey pack my stuff meat wey i do walaha fry yesterday afternoon as i dey now ehn i no fit think because this cold sef don enter my brain,2
56,the rice wey i cook this morning no follow at all be like something dem wan give bingo,2
57,in this life bros fear women same best friend dey here dey chop her friend man buh my babe friends dey do strong head,2
58,make me regret not moving you as i was moving to take my place as a marlian oh now see you seeing heaven and i gotta wait till weekend when im less busy when before na one dm wey sound like bro are you back real inside life,2
59,na wetin de pain me for justice be that the crime don kill one person,2
60,i just no wan curse people doing this face and account thing why you dey give pesin hbp like this,2
61,na all this kind play dey make my future husband dey run im single lets be guided please,2
62,small change i lock somewhere for detty december e be like every go dey dia problem done plenty pass money make i face am head o,2
63,oh wow me wey dey look out for you na me fuck up please give sọpe back the account,2
64,fresh kehabi opportunity to fornicateactivity dey wey baba go do wey go make baba forget about meim not playing rough play naira,2
65,that imeko video get as e be for my body sha small time dem go dey rubbish cele,2
66,now now wey i renew my sub netflix don sharply collect gb i no dey do again abeg this sub must follow me enter next year ijn,2
67,lol kilode now i dey my dey please dey your dey oo,2
68,zaddy abeg make me happy have been burning fuel for like a month straight no power supply transformer don jappai don dey red o,2
69,e go kan marry wey e mind suppose dey at peace kan dey pay debt ‍️,2
70,im not going outside until the temperature is above my age kd is so freaking cold the wind sef be like say na angels dey blow am,2
71,we got home and mumcy was asking what was wrong iya sha lemme alone ó with cattagh coming outta my brain im going to bed ahan its just past mumcy said wont u drop the drink in the fridge she continued ehn drop wetin na my pillow be this now o sha leeme alone,2
72,this adult life eh nobody dey do christmas for person again like person no fit dash person money sef chai,2
73,shebi na zanku wey i never perfect na im these hens are doing anyhow,2
74,wetin these ones dey talk like this where me con stand,2
75,the alcohol ive consumed in recent time though the crazy thing is e don be like water for my body i no dey high,2
76,me trying to make people recite the alphabets with me without actually telling them to me a them me c them what me e them you good bruv me g them snap out of it me i them total silence e de pain me nau plis,2
77,wetin be this wan naa hahaha sylvyyy this wan off me,2
78,every single time wey man united get chance to climb up the table and boost top four hopes dem go mess up na wetin happen last season when we think say ole go make top four e blow am e don start again,2
79,na we dey kill ourselves for this nigeria how tf will you use rope to hold your goddamm engine interstate car o where person wan see motor like this time to get a ride,2
80,i hate it when i say something meaningful and pesin comment rubbish me no better thing dey to chop for this kitchen pesin chop bread bread na better thing iffah reason you,2
81,e be like say na me dem cut off,2
82,i don dey try find am for like decades now wetin dey occur gan gan,2
83,they say out wit old and in wit newbut im not letting go of good friends like uthank u for being an incredible frndtank u so much for affecting my life positively this year n the past yearsgod bless and be wit you allu r loved by me,2
84,n e w d e c a d e happy pals abuja nigeria,2
85,na you wey go tell mayor congratulations hin call me to laugh about congratulations on what,2
86,you are asking me how thing do you even know how i feel im madly in love with you i just hope you can see but na lie u go dey reason matter instead of you to come let me be you kids father,2
87,lol o dey out dey work kpa don enter account brother go sleep cover ya head with duvet,2
88,my boss is a definition of pepper them jezzzz you dont want to know what he just did for me mehn im so happy rn please help me to thank him im forever grateful dont worry fam una days go still soft,2
89,wow i just posted that pic saying no girl on your list can send you k now before i know it alert don enter vtu don land and one is angry with me cause i refuse to give her my acct details had to delete it im so emotional right now i feel loved i appreciate yall,2
90,my dear that one sef dey im taking myself for facials as my gift because that towel isnt touching my skin,2
91,i just dey chop dey drink good lord,2
92,if you love rap song go and listen to ft eriggaraw dey burst my head abeg every verse is raw even the fly gangsta album na raw unrefined,2
93,yeah i just checked and i see u make burger trust me im not a beggar but my love for dis picture is bigger baby i want u to love me deeper ️or do u know tina yeah dat girl been dey disturb be wella but i no dey reason her mattersweety joor shey mo ley av a taste i mean burger,2
94,coach shay you will enter and play the rest you just dey say calm down since and dem dey flog me,2
95,esther dey advise mercy make she no break up with ikeshe no no say na her coin cause fightmercy dey cry ooo inside life,2
96,my heart dey bleed the rest of the game better cut i don dey plan transfer lexus money,2
97,i still feel na cyndi win this thing jare seyi wey dey use side wake,2
98,if u like dey call everybody fool na urself u dey do we dey on our own oh no body ask u for money u just come scam us take our sleep,2
99,na person wey get woman fit chop that kind food,2
100,abeg help me beg maazi ighalo jude make e help my life o i dey suffer gan you too i no mind if you help me o gtbank adeyemi peter,2
101,i seriously do not knw the second minute hour day week month year i will win any of and give away dey don dey post notification since but twitter will only notify me when the give away has ended,2
102,terrorists re perpetrating evils in broad day light dey walk freely wit it dey wax stronger evryday coz dey av access social amenities and evn amunitionsand we d law abiding and sane citizens re d preys yet our govts stil stand against us are we cursed,2
103,lol makes sense resale value for here na shey first body ni shey ac dey work cos the mechanic sef no reliable,2
104,wetin i do una wey una massacre broke man account like this k for sms charges on account i barely use im done with yall,2
105,managing as u are like dis dis lifeits like some of us just escorted some to dis world,2
106,chai i made dis kind of post when i came on dis app o fine girl made similar post and in d same month she joined she already has more followers than me now dis is gender inequality,2
107,person don dupe me oo with your exact name for twitter oo na scam oo fake account for that matter bro i just waste money for nothing oo make una help me oo you report that account na scam check it out the idiot don even block me,2
108,bros me sef won be like u ooo but all d ones wey dey shoot shot to me no get sense,2
109,oyaaaaaaaaaaaaaaa akure is just dry no shayo nothing nothing my people for lagos dey drink shots like dis for mall i dey here dey dullll,2
110,i wonder the kind wisdom wey dey the fish head wey these people dey sell am k k for fish head‍️ isi azu,2
111,biko i really dont care what part of earth you come from so kindly keep the rubbish ethnic jargon aside hungry no dey do vetting back to me talking like i have sense which im fully aware i dont ask dey know me well,2
112,lmaoooooo this is what i first thought no let your anger deceive you oh before pesin smash your wife beat you up ontop and you no go fit run cuz you don lock door local man will now start begging,2
113,as hin fine reach hin noh fit toast even girls wey noh reach hin level his ego sef,2
114,thinking about where this life is actually driving me go school we don finish learn work we don learn still everything just hard like say person no dey alive,2
115,mehn fuck this shit i need my beards to grow how many years now wetin be this rubbish now oya who can help me id pay abeg need some beard growth shit im not even joking,2
116,dear e jo e help me i had naira left in my account una still come comot naira for sms chargekilode im heartbroken,2
117,lmao na k people just dey use dey play like this so this life na pot of beans oh,2
118,i don dey beg him no gree hear just help me beg him its just d type of his dog i want,2
119,do i blame you no i sha dey road dey come kd all do na die plus make mouth again and see what ill do to you wicked somebody,2
120,me to vic bro i got over pages do be swift in before am morrow also today na sunday you know how e fit be vic no be you again night go reach you go slam music run am till morning na your way na guy na you me well sha,2
121,na love dey sweet you dey go so aunty chai we go love o,2
122,ive seen his hand evident in my life jesus loves me like no other im amazed i can be loved this much love wey dey humble pesin,2
123,haaaaa abeg o you see say i no mention hin name i no want wahala that guy fit injure person on top wenger matter,2
124,lol the one in my house is already doing dey dey dey make i dey my dey i am a bad influence,2
125,guys today a girl fine girl wey fine reach meal on a hungry eve gave me her iphone pro to help her hold it till she finish drinking water i wanted to run but na for motor park we de i no i go chop beating sotey i go wish i die,2
126,i sha know that babe and clique get bad omen for that socialiga day na why we no get along i thank god for my life to think that i wanted to offer one a lift in my uber maybe na me for dey do thread,2
127,stop following me na guy since primary school you no gree leave me kilode you and moyo i no even sabi who worse pass moyo still follow me go nysc camp,2
128,a whole bole to add onions she dey do finger like say na salt she dey put for rice,2
129,joe sef na ode lover boy ‍️ hard guy hard guy small sweet words baba don melt,2
130,wetin de burst my head right now ehn how ole take scam all of us like this na only naija boys fbi de see bah chai,2
131,lol noooo send me money all ur flexing money i nvr chop ur naira before na woman dey always chop am and dem dey defraud u on top,2
132,na over sabi dey kill monkey cooking basmati rice then decided to spice it up a lil i added cinnamon ginger thyme curry and pepper now its looking like brown rice,2
133,the only thing wey pain me for that mi and vector diss na say e call am lanre like say na him born am,2
134,they still opened gofundme account for tacha una dey don mad for this country ohh i was legit born in a wrong country,2
135,as twitter say i no fit follow back peopleagain now wetin dem gain ️,2
136,i d all this trend but e funny oh una don lost me sef i d try find myself,2
137,some opay drivers and too much talk sha so unprofessional we dey express wey trailer dey pass you are telling me about your ex that got pregnant the same time with your wife whats my own na trailer is coming ma pami,2
138,someone should just send me money please this school thing everything na him we dey pay ehn im not doing again o,2
139,boss i was fasting that day about to break fast before kickoff but i was like make i go watch my match before i get myself better thing to chop bro na after days i chop can testify,2
140,turning this into a thread so i can bless your eyes more ps im the fine boy in the fourth frame you need a t r a v e l p h o t o g r a p h e r bleep my dm,2
141,na work wey i go like chop be this,2
142,just look at me making mouth on this day ‍️ ase i was just doing myself babe wen i dey toast don dey collect better body massage on a reg she calls it sensual massage and even promised to pay for a session for me am die o,2
143,my bro you know this e be like say you sef chop am wella that year o,2
144,if you be wetin you for do i sha pray the guy does the right thing which is making sure those girls are properly dealt with with the law shae una wan drag,2
145,this go hard ooo albino go throw e neighbor pikin up but e no come see the pikin catch again we still de settle,2
146,this matter wey dey ground hmm don tire me oo over rating na keep person like this now the lawyer wey for settle this case still no see e wig ooo oya another lawyer biko i don tire na the matter we dey try settle oo judges and lawyers wia una dey,2
147,i laugh at you shit wont even fly in the home of the free not to talk of this country no go kill yourself say you dey do freedom fighter oh na only mourn dem go mourn you las las,2
148,last months have been d best moments of arsenal fans life until dey came back same arsenal same stories one advice for arsenal fans make sure ur d last arsenal fan in ur lineage make sure ur not going to put ur kids through dis again in dis lyf i use god beg u,2
149,omo my gender don dey reason how deh go clap their grandmother mate ontop this ps matters,2
150,the fact that abdullahi is a clown and he refuses to believe is the matter we don dey settle since last week i dey court like this,2
151,why you dey do like this nah this guyyou wey dey chill with buhari,2
152,at least you have one me strechmark no dey booty no dey hope gaan no dey too,2
153,i once went to salon for haircut so the lad was showing me beard growth cream or so said its k then i asked if i should apply now how many days before e go come e say months me after spending k na months before e come e no serious ion buy,2
154,wtf why that guy dey go mark them like that them no dey vex make for ball oo damn that was dirty,2
155,come and see cat wey chop pass your own but why do you guys shade mangu people na youre not being fair to us fa,2
156,we dey settle matter this afternoon naso jamiu drop crates of egg come chook face for matter jamiu don ready to go now na only one egg and naira hin see who wan help us settle this one‍️,2
157,omokehinde na hin you still dey panla like this only you chop am theres god o,2
158,all of you on this app are hypocrites all of una dey shout but una no go shout just negodu how dem dey rape arsenal fc behind closed doors please coman console me,2
159,wait people regard slimcase as a nigerian musician so any town crier that takes his shouting career to the internet and becomes popular is now termed a musician sadly na we dey cause all the shame wey these kain people dey give us una too hype them,2
160,i wan change am for am buh na public place sha ah e pain me and my guys dey another table dey laugh,2
161,seeee the thing no gree fine again and na so so emabinu ma i dey hear,2
162,guy wetin be this you look like your holding in shit wey wan drop,2
163,nothing enter people wey dem say dem go reach rd round at odds no pass first round person wey never lose under minutes in like years na one punch finish am hot tears,2
164,just to let you know that if that your regularrandom knacks fall in love or wants you and you dont want e fit be your burial unto say if i cant have you nobody can have you my people say if fowl no chop e go scatter,2
165,na for where we go settle matter naim person slap me for eye i no see who slap me me sef con slap the short man wey dey my side i no know say na soldier we don dey drive go barracks like this,2
166,fearless don start again my dm dey open na abi wetin dey happen ah never see anything,2
167,but e no go better for arsenal sha only them spoilt my beautifully cooked odds something k for don dey ready to sit for my acct now,2
168,babe head wey neva reach $ worth of btc sef we don de try settle matter since,2
169,another one don happen o wife talk say him husband no sabi do well naso neighbor wife talk say na lie na we want to start to dey settle for world bank like this,2
170,e don happen again oh somebody use fake alert take pay bride price since morning inlaw never see alert what a wicked world nah d matter we dey settle since morning,2
171,asin ehn e de pain you go see them use cake de passoya give me small cake make i chop them go say na for house people like say i no get house,2
172,happy democracy say to those who preactce and still believe in true democracy for my country because last last all this old men dey use our future abeg na how many future person dey get democracy,2
173,na only me dey department na me be head of unit and team member like say dem carve department for only me work wan kill me,2
174,na people like this go dey spoil our integrity out there small time now ugandans no go dey rate us again,2
175,my guy posted his mom picture and his friend commented o boy u self know this yeye woman she no dey like condom at all she fit drain person na the matter we dey here dey settle since,2
176,stop to dey thief person tweet without giving him credit shame no dey dey u,2
177,as my best friend tell me to buy am airtime na so i wan send am bastardwhy always me na so i send am to my boss wey give me order to escalate customer issue to engineer team the problem be say i never know who and how to settle it as my boss no talk anything,2
178,happy new month sef don turn sour‍️ this year get as e be,2
179,i went through my phone this morningi found this video omosolaa e bi like say you don dey do am no bi today i missed all house matemore blessing,2
180,this one i have just bin blessing people for the kinda tweets they tweeting today is really freaking me outgod abeg use this tweet to bless me for all the blessings i have bin blessing others oooo,2
181,good lord in heaven spare me bad energy and bad vibes ya allah help me i gats to use others bad situation as my prayer point so wetin dey shele to dem no go shele to me,2
182,relationship wey they lead to marriageabeg where e dey pass cos i dey junction like this,2
183,make i no lie you my dear deep down i like you ooo but im scared that im too good for you your reputation precedes you i dont want a stain on mine as well im a good guy but are you a good lady,2
184,shey una later tune in to banger already and e never drop oh big thanks to starbukky and paj king ara+ ️ im so grateful for the love cc adebukolakolapo pajofficial,2
185,i played straight from my heart for this taxify driver when the song finished he said abeg you fit play that your straight from my belle song again abeg i really feel that song,2
186,omo ive been on steady data subscription since the beginning of covid i need to applaud myself and add wire wire to my nameko easy rara thank you oo week subscription na days e dey last,2
187,oga make you rest when u bin leave me e be like say u just wan go downstairs but see where u end,2
188,fuck up i need una to go question dis and ask grammy y de posted this coz if na wizzy b dis we no go hear word for fc hand am so disappointed in fc like dis is what u guys has been thinking all this while fuck wizzy didnt liked bb congrats at all but we didnt act,2
189,lowkey we suppose sue that grammy award winning singletwearing short man you sef listen to this fire na dear na on sight if i ever catch you on why do you like hoarding music like its indomieeeennnnnnn why,2
190,na wa oo what if him break the man back how wahala wan take finish with things like this,2
191,imagine this weather for two abeg where una dey see love now,2
192,so fuel nw na per liter bicycle no de use fuel yet wahala be like bicycle wetin de occur,2
193,this guy in particular came over and refused to leave was just talking here and there made everyone uncomfortable i say na help i b wan help na so i enta one chance ‍️,2
194,the peak of negligence in eksu health center is alarming worst set of workers ive met my own experience sef dey its better we know theres no health center than people dying anyhow we don dey rest ontop matter,2
195,adam n eve una fvck up sha just a reminder this panties de pain joor bra sef na issue,2
196,ah con dey see am like say na only me racksterly dey fuck up since on th oooooooo ayyi its unfair na una costomer care no dey even answer person thats that worst part ️️️️️️️️️️️️️️️️️️️️️,2
197,and i no fit wake her to clean her up else i don enter one chance please what can i give baby to reduce the smell from her poop biko before e restrain my air flow o,2
198,omoooo no reason am like that oooo e get some customers wey dey vex for me,2
199,i just remember say i never wash my visitors toilet since january god abeg oo the day dem go use me clean the seat i no go fit snap evidence,2
200,im broke im broke where una dey see this money its all fun and games until you are piggyvest broke,2
201,na una bad belle no make me find love for abuja,2
202,this days you no fit actually differentiate who actually get money and who dey broke true true all of una dey use una papa catch cruise,2
203,omo if by next week i start dropping motivational quotes abeg send me money cuz e don happen e get the kind balance wey i see for my account now e fit cause depression,2
204,the boys sef na superhero kinda series ‍️ na for yrs old na,2
205,please oooo dehkunle help me ask uncle walter wetin i do am wey make am block mecox me self i no understand wetin be the problem,2
206,person wey tell me say school na scam them don call am out as best graduating student,2
207,abeg if we win wetin go happen no make me vex oh,2
208,make the world just end if e wan end abi which wan is this hell lite we are currently experiencing in this part of the world like ds,2
209,abegi where una d see boy friend wey d assist una financially na cos i am tired of all this broke ass niggas that never appreciate the little you give and they will not give,2
210,na me this house wan kill with work any small thing tiles don dirty i will run away to go and get strength to clean you,2
211,the day you line trip off na that day nepa dey leave light for hours come make you dey feel like jonah of the adugbo,2
212,who sabi sabi no worry he no fit break god bless the heavenly ones mothers day,2
213,invite him to come over‍️ kiss him play with him hug him cook for him to eat wen he is about leaving look him in his eyes tell him how much u love him den give him k for transport hr later call him to know if hes home den surprise him with airtime,2
214,dis goes show d level of maturity n intelligent of feminine folks i respect una seriously d wife in question knows her husband n she is happy with d beautiful things in life dat comes with it which i respect her for it take a look at baba wife nah see glowing now gives a,2
215,mum was talking to someone about my business and she was hyping it so much that even me sef i come dey wonder whether na this same business i dey do so happy mothers day,2
216,debonairs gtgtgtgtgt dominos so na wetin una dey enjoy for this lagos,2
217,na arsenal dem dey do like dis go lingard make my fpl smile,2
218,see as my ticket just dey burst anyhow people con dey wonder why i no sure again sport betting is damn hard,2
219,e dey always taste like paper and e no dey get oil,2
220,i toast u and u say no u ask for money i say no or i didnt respondu con dey vex no b persin wey gain add mission dey pay sch fees ‍️‍️‍️ oya u self reason am nah,2
221,garri was before we dey complain just now this mama call am i wan cms to eko hotel na now takeaway plate wey be before na now meat for mama put don dey sell for i no fit drink coke again but we still dey country think am na you mf,2
222,life no cheap for akure again o abeg make una dey try pity us,2
223,so wetin i go use my data dey do as they don ban twitter unfortunate government,2
224,ok oh na like this oh like play like play until e reach everybody na this kan rough play i dey hate ohh some of the technology are made in china but u see all this deadly diseases is only made in china where exactly was the world wronged china,2
225,i dey find goal for arsenal game arsenal win another dey find for game wey dem never score goal,2
226,i dey hate when too much seeds dey my weed no be beans i dey pick na on top blaow again,2
227,seeeee ehn the small small ones on my face gan e dey affect my self esteem i sincerely feel for them i fit ment,2
228,i don go do blood test dem say na typhoid won kill me,2
229,tb joshua no fit die now na wetin dey happen self this cant be true o,2
230,i just dey do boss boss for one small boy for twitter until the boy said he was i wan mend am slap wey go cause headache fat cow back head be like elephant ponmo fucking years older,2
231,this picture funny die con be like say dem collect biscuit for hin hand,2
232,no dey disguise again i con dey think say na ugly pesin you be like me,2
233,na person wey get money dey cuddle nice one sapa,2
234,adda inna i checked una tickets ooo my chest dey pain be like say na aero,2
235,na because of people like una una zombie president use pursue twitter,2
236,ahhh u still wan fight people wey sleep their house sef dem dey go kill themabi u don quick forget lekki toll gate level u still get strength to fight,2
237,dfkm abeg na normal size books na i have like uncompleted ones sha they no sweet,2
238,shame is catching me to confess i once crushed on a big time oleeee she could do no wrong in my eyes until i heard d story how she was tearing race after bubu for airport tarmac after elections na den ma eyes open thank god buhari no be small spirit sef imagine,2
239,up on the wahala wey nigeria get now na concerned nigeria government one word for buhari and his cabinet like lai muhammad,2
240,it has been three month i havent had yam ofada rice vsop in fact good food sapa dey if you see me na cereals you dey see,2
241,olá u want to de fall my hand ooo abeg u with god name no de mention that guy name near me again na abeg na,2
242,abeg shey e dey pain u ni or e dey pinch u ooja werey lara je pele dear stop crying,2
243,people out here already getting second dose of vaccines and im still here hunting down first dose dem say dem no gems dey give again please epp anybody knows anywhere in lagos i can get the first dose of covid vaccine please kindly refer,2
244,but this guy is fine sha e con sabi snap again,2
245,where do u buy ur longrich toothpaste abi una no wan carry better toothpaste brush una teeth with longrich toothpaste say good buy to teeth extraction and pains toothpaste g = g= delivery available n lagos,2
246,these people just dey enjoy for amawbia site mehn no wonder dem no wan make i show since ‍️ see better local kitchens chilled drinks n all,2
247,i don dey fall in love with another person ke god help me abeg boboyen yen cute gan ni nau,2
248,lol face go chop till e die no worry im not even talking naija food ️,2
249,i fit elbow person pikin this night abeg no near me i dey provoke,2
250,everyone is but me the one wey dey pain me pass na that morning parade they way dem dey wake people up they way dem dey shout on top people head,2
251,stop eet na so una shout detty detty detty last year turn horror movie lets just enjoy this december in peace and look forward to a better recession dey already sef,2
252,one problem i don get since primary school i no dey hear word and i dey chop indomie sef e no do chop again wahala for who dey chop beans that time o,2
253,aa i dey like this i don comot my hand for anything virtual betting,2
254,pesin go dey save but money go dey leak,2
255,wahala dey i don forget which department i dey and its like asuu will call off this strike tomorrow,2
256,abegii make dem run tests sharply make we no go dey hear another case of weda na zoonotic disease or not,2
257,its icons not minding their business for me i hope they wont drag laycon into this nonsense now ‍ while we are here celebrating youre going to step on a sleeping dogs tail i don tire for una sef ‍,2
258,omo this one don pass horror film o ‍️‍️ if na rough play stop am abeg see fante na,2
259,how will i tell my keeds i gained admission in and resumed university in them go con dey look me say i dey lie say i write jamb more times,2
260,come ooh na every match ronald koeman go dey start pedri why pedri go come chance rigui puig just like dat make this our coach know make me dislike pedri ooh,2
261,im telling u like this very painful u cant listen to some songs anymorego just dey skip the thing dey go,2
262,we sha turn up if chance dey ooobut then plenty ppl sorry men in the comments section are not singu na knack dem dey find holy ghost ‍️‍️‍️,2
263,small sickness i don dey chop like thief o wrong na,2
264,imo i dey follow one babe talk yesterday my head just dey pain me like pretty babe no go dey smart rara,2
265,im in that position right damn now something i hated with passion not seeing myself do it in a million years guess what na im i dey do now god help me pls,2
266,de gea that free kick was like that dude said wait hol up yoh degea hold ma beer im crying now my wey i for use go buka chop just waste this afternoon so manu don collect,2
267,when i dont have money i no dey at peace na why i dey sleep,2
268,go just dey flex and even vex for us ontop our money wahala for who no get big brother oo,2
269,na joke oo wetin i wan do with +,2
270,i always dey pity for some people wey dey talk say them no fit dey fear god make them still dey fear human being like them ur name nah sorry them go chop yah raw flesh you don see where wife they tell husband say nah me dey behind your brokenness,2
271,as paul pogba dey train bruno fernandes dey hail am real dey recognize real,2
272,na this kain content i dey like sign for,2
273,bro e done tal i dey wait for you ️ thank god sha dis brush my head sha go play my guy e get why,2
274,seeing as rice cost for market i just dey admire that bag of rice wey dey there god bless you for your support blessed is the man that giveth than the one that taketh may gods blessings and grace be upon you always,2
275,but wait on magbe with said ki eba toh jina kan le dada ori na la ma ti ro but dem no dey turn eba ontop fire i wish say na ki amala toh jina dada ori na la ma ti ro would make everything meaningful but i love you like that,2
276,like play like play e don almost reach a year wey i go watch football for viewing centre trading ₦ for gb and above,2
277,how far omo ologo we dey argument background like this ooo safe your boi i beg just simple question i beg how round you fit do cause me don put my client nunber on top you say you fit do round with nice tone,2
278,omooo which soap dey use baff na baba has been on hits for the past few months now ive not recovered from cash app baba gave me triumphant im still tryna recover from that boomfade wan kee me,2
279,hell yeah im a straight up amazing person mixture of craze intelligence and the love of christ why wouldnt i love me plus i never see person wey dey ever ready to improve on themselves like me ️,2
280,youth corpers like us na na only naira dey rush us,2
281,lowkey when i dey high school and teacher beat me i no dey cry bcos them no fit flog reach folashade e be like she go school of flogging,2
282,boys dey hospital dey work salah meat just dey pass patient come and join me doctor me im fine maam thank you,2
283,fine boys like us we no dey too rush malaria like that na malaria dey rush us,2
284,me yayi zafi ina ruwanka kuma e no concern u e no concern u abeg stop bn a cule pls,2
285,unilag student like us wey they stay for hostel we no too dey form na bedbugs rush us ‍️‍️‍️,2
286,na lie sef i no dey do again i don see that your picture you go just make me feel inferior,2
287,lol me na those advert dey vex me pass,2
288,na dem dey rush us was written by inspired men of god even the bible confirmed it long before we were born,2
